location,WIB,P_surf(hPa),T2m(oC),U10(m/s),V10(m/s),mslp(),luindex(-),RH2(%),RH (%),luindex
Bubat,2015-01-06T05:00:00Z,92344.2656,18.9199,-0.6297,0.7785,1010.9792,NA,92.3552,NA,13
Bubat,2015-01-06T06:00:00Z,92340.4375,19.0629,0.2199,0.2176,1010.9493,NA,87.195,NA,13
Bubat,2015-01-06T07:00:00Z,92340.7969,21.2592,0.7945,-0.637,1010.9708,NA,73.6806,NA,13
Bubat,2015-01-06T08:00:00Z,92329.2813,23.5923,2.1427,-0.9567,1010.8901,NA,62.3074,NA,13
Bubat,2015-01-06T09:00:00Z,92306.8359,24.4768,4.2145,-0.991,1010.6508,NA,63.4981,NA,13
Bubat,2015-01-06T10:00:00Z,92267.5156,25.4477,4.4983,-1.1186,1010.1848,NA,63.5749,NA,13
Bubat,2015-01-06T11:00:00Z,92225.1328,26.2483,4.4402,-1.3589,1009.693,NA,61.3334,NA,13
Bubat,2015-01-06T12:00:00Z,92190.3984,27.0372,4.388,-1.2539,1009.25,NA,58.9171,NA,13
Bubat,2015-01-06T13:00:00Z,92149.875,27.3022,4.2038,-1.1319,1008.7401,NA,61.6144,NA,13
Bubat,2015-01-06T14:00:00Z,92150.6172,26.9678,4.1076,-2.2776,1008.5938,NA,64.8448,NA,13
Bubat,2015-01-06T15:00:00Z,92141.6563,27.1501,3.6043,-2.3503,1008.5614,NA,64.8143,NA,13
Bubat,2015-01-06T16:00:00Z,92132.4141,27.1906,4.4569,-1.7792,1008.5284,NA,62.4931,NA,13
Bubat,2015-01-06T17:00:00Z,92166.5078,26.2142,5.0269,-1.5899,1008.9617,NA,65.3272,NA,13
Bubat,2015-01-06T18:00:00Z,92215.5156,24.8646,4.8332,-0.8901,1009.4408,NA,72.2058,NA,13
Bubat,2015-01-06T19:00:00Z,92239.1406,23.5746,3.8865,-1.294,1009.7531,NA,74.9681,NA,13
Bubat,2015-01-06T20:00:00Z,92246.7344,22.9925,2.6748,-2.1851,1009.8384,NA,77.0608,NA,13
Bubat,2015-01-06T21:00:00Z,92238.1016,22.4702,2.317,-2.3633,1009.8118,NA,79.4644,NA,13
Bubat,2015-01-06T22:00:00Z,92247.4219,22.0298,1.8869,-2.844,1009.8801,NA,80.4751,NA,13
Bubat,2015-01-06T23:00:00Z,92228.25,21.6277,2.3421,-3.1272,1009.6473,NA,80.8727,NA,13
Bubat,2015-01-07T00:00:00Z,92197.3828,21.2161,1.8755,-3.4768,1009.3538,NA,81.9221,NA,13
Bubat,2015-01-07T01:00:00Z,92195.0156,20.9967,1.6815,-3.2741,1009.2581,NA,81.4762,NA,13
Bubat,2015-01-07T02:00:00Z,92233.8438,20.7116,1.7917,-2.235,1009.671,NA,81.565,NA,13
Lanud,2015-01-04T07:00:00Z,93264.9922,19.6203,0.7129,-0.31,1012.1024,NA,99.1221,NA,14
Lanud,2015-01-04T08:00:00Z,93240.0469,22.4879,1.8206,-1.666,1011.5558,NA,90.0624,NA,14
Lanud,2015-01-04T09:00:00Z,93219.1641,23.2523,3.5021,-2.9865,1011.2217,NA,84.9081,NA,14
Lanud,2015-01-04T10:00:00Z,93188.3906,23.2756,4.4794,-3.2486,1011.0336,NA,85.1359,NA,14
Lanud,2015-01-04T11:00:00Z,93105.2656,24.4585,4.8905,-2.6062,1010.0279,NA,78.9751,NA,14
Lanud,2015-01-04T12:00:00Z,93050.3594,25.8526,5.4051,-3.0574,1009.3757,NA,73.3562,NA,14
Lanud,2015-01-04T13:00:00Z,93026.9844,26.3188,6.3289,-2.4884,1009.0806,NA,69.0576,NA,14
Lanud,2015-01-04T14:00:00Z,93055.3281,26.1,6.1988,-3.7521,1009.3737,NA,70.9621,NA,14
Lanud,2015-01-04T15:00:00Z,93060.6484,26.0925,5.8929,-3.1659,1009.4661,NA,70.4986,NA,14
Lanud,2015-01-04T16:00:00Z,93078.8203,25.9232,5.3131,-2.0658,1009.6353,NA,68.7558,NA,14
Lanud,2015-01-04T17:00:00Z,93086.5313,25.6108,4.9822,-1.4974,1009.7428,NA,66.965,NA,14
Lanud,2015-01-04T18:00:00Z,93105.2422,23.6505,3.4804,-3.1933,1009.9058,NA,76.4614,NA,14
Lanud,2015-01-04T19:00:00Z,93130.7813,22.6375,2.87,-2.9928,1010.1859,NA,80.4918,NA,14
Lanud,2015-01-04T20:00:00Z,93138.2188,22.3389,2.0757,-2.3505,1010.2557,NA,80.5229,NA,14
Lanud,2015-01-04T21:00:00Z,93134.7813,21.8682,2.0665,-2.9027,1010.2803,NA,82.7697,NA,14
Lanud,2015-01-04T22:00:00Z,93134.7031,21.629,2.3614,-3.1472,1010.2302,NA,82.2922,NA,14
Lanud,2015-01-04T23:00:00Z,93122,20.9036,1.429,-1.4739,1010.0967,NA,86.2612,NA,14
Lanud,2015-01-05T00:00:00Z,93122.2891,20.3266,0.5512,-1.758,1010.0389,NA,88.6504,NA,14
Lanud,2015-01-05T01:00:00Z,93113,20.3322,1.2473,-2.1566,1009.9135,NA,86.2773,NA,14
Lanud,2015-01-05T02:00:00Z,93142.4141,20.1937,-0.003,-0.2215,1010.2371,NA,86.5654,NA,14
Lanud,2015-01-05T03:00:00Z,93153.3359,19.8872,0.1058,0.4697,1010.3872,NA,87.7669,NA,14
Lanud,2015-01-05T04:00:00Z,93149.0781,19.1516,-0.3856,-1.1325,1010.3464,NA,91.0392,NA,14
Lanud,2015-01-05T05:00:00Z,93168.6328,18.7776,1.4452,-0.9568,1010.5196,NA,92.728,NA,14
Lanud,2015-01-05T06:00:00Z,93203.0859,19.0537,0.3324,0.2533,1011.0556,NA,90.449700000000007,NA,14
Lanud,2015-01-05T07:00:00Z,93209.4609,20.4138,-0.3247,0.5608,1011.1605,NA,87.4914,NA,14
Lanud,2015-01-05T08:00:00Z,93191.4063,22.3419,0.5753,-0.3504,1010.8979,NA,75.6928,NA,14
Lanud,2015-01-05T09:00:00Z,93144.5234,24.2518,1.2882,-0.6228,1010.4467,NA,70.7399,NA,14
Lanud,2015-01-05T10:00:00Z,93104.0469,25.9936,3.743,-3.3079,1009.9628,NA,63.1998,NA,14
Lanud,2015-01-05T11:00:00Z,93060.1406,26.9528,4.3989,-3.8596,1009.4127,NA,59.5122,NA,14
Lanud,2015-01-05T12:00:00Z,93008.1875,27.6777,4.8901,-4.0934,1008.7838,NA,59.1449,NA,14
Lanud,2015-01-05T13:00:00Z,92986.3125,28.099,4.9546,-4.6691,1008.5095,NA,57.8928,NA,14
Lanud,2015-01-05T14:00:00Z,93007.5313,25.4989,-0.1137,3.0202,1008.5896,NA,69.2199,NA,14
Lanud,2015-01-05T15:00:00Z,92981.0938,25.9451,0.5209,-0.0357,1008.5133,NA,65.319,NA,14
Lanud,2015-01-05T16:00:00Z,92980.3984,27.5191,2.5968,2.3493,1008.4911,NA,62.0823,NA,14
Lanud,2015-01-05T17:00:00Z,93034.625,25.9481,1.8184,4.2934,1009.1309,NA,67.0693,NA,14
Lanud,2015-01-05T18:00:00Z,93059.9219,24.3647,1.9983,1.2635,1009.4256,NA,74.4814,NA,14
Lanud,2015-01-05T19:00:00Z,93107.6094,23.4004,2.0829,-3.2875,1009.8452,NA,79.4772,NA,14
Lanud,2015-01-05T20:00:00Z,93096.6172,22.8148,2.224,-3.6967,1009.7128,NA,80.1457,NA,14
Lanud,2015-01-05T21:00:00Z,93070.8906,22.2831,2.4956,-3.1702,1009.5024,NA,82.9487,NA,14
Lanud,2015-01-05T22:00:00Z,93105.3594,21.7348,-2.6375,0.8018,1009.874,NA,91.6764,NA,14
Lanud,2015-01-05T23:00:00Z,93108,21.3479,-0.3554,0.9952,1009.9241,NA,89.8815,NA,14
Lanud,2015-01-06T00:00:00Z,93095.3281,20.6471,2.0861,-1.5727,1009.7407,NA,89.9901,NA,14
Lanud,2015-01-06T01:00:00Z,93104.1563,20.1987,1.4608,-0.8227,1009.8358,NA,90.1833,NA,14
Lanud,2015-01-06T02:00:00Z,93117.7031,20.1087,1.0553,-0.8234,1010.0239,NA,86.8821,NA,14
Lanud,2015-01-06T03:00:00Z,93135.8906,19.9639,1.0403,-0.4827,1010.2559,NA,84.2517,NA,14
Lanud,2015-01-06T04:00:00Z,93157.4531,19.3091,-0.3799,1.5378,1010.5319,NA,92.018,NA,14
Lanud,2015-01-06T05:00:00Z,93178.1875,19.4337,0.1536,1.1581,1010.8042,NA,89.8453,NA,14
Lanud,2015-01-06T06:00:00Z,93173.3984,19.4684,0.266,-0.1611,1010.7966,NA,87.9327,NA,14
Lanud,2015-01-06T07:00:00Z,93174.9219,20.9289,0.1749,-0.746,1010.8066,NA,80.2419,NA,14
Lanud,2015-01-06T08:00:00Z,93161.4844,22.7135,0.5875,-0.9675,1010.6517,NA,71.5639,NA,14
Lanud,2015-01-06T09:00:00Z,93129.6719,24.8929,2.5356,-1.9767,1010.3568,NA,65.0946,NA,14
Lanud,2015-01-06T10:00:00Z,93087.3828,26.1351,4.6226,-2.551,1009.8253,NA,64.3113,NA,14
Lanud,2015-01-06T11:00:00Z,93039.4219,26.9272,4.6133,-3.2624,1009.1845,NA,62.7559,NA,14
Lanud,2015-01-06T12:00:00Z,92997.5703,27.5428,4.7821,-3.9605,1008.7118,NA,61.6128,NA,14
Lanud,2015-01-06T13:00:00Z,92968.0469,25.8487,5.3913,-2.9041,1008.3616,NA,71.6901,NA,14
Lanud,2015-01-06T14:00:00Z,92949.4375,27.7998,4.6949,-4.3374,1008.1661,NA,65.2552,NA,14
Lanud,2015-01-06T15:00:00Z,92951.4453,27.6777,5.3017,-3.9208,1008.1078,NA,64.6267,NA,14
Lanud,2015-01-06T16:00:00Z,92968.9922,25.0107,8.9069,1.0402,1008.3117,NA,77.1881,NA,14
Lanud,2015-01-06T17:00:00Z,92992.1328,26.6096,5.2792,-0.4282,1008.658,NA,67.2217,NA,14
Lanud,2015-01-06T18:00:00Z,93039.5313,24.9792,4.5517,-2.7733,1009.1101,NA,72.2655,NA,14
Lanud,2015-01-06T19:00:00Z,93053.7891,23.6898,3.6747,-2.77,1009.2792,NA,78.1389,NA,14
Lanud,2015-01-06T20:00:00Z,93051.5156,23.063,3.3387,-3.5213,1009.2719,NA,80.8904,NA,14
Lanud,2015-01-06T21:00:00Z,93043.6172,22.5883,2.8313,-3.0625,1009.2547,NA,80.5027,NA,14
Lanud,2015-01-06T22:00:00Z,93059.1328,22.2681,2.4339,-3.6635,1009.4114,NA,79.9729,NA,14
Lanud,2015-01-06T23:00:00Z,93049.8438,21.5349,2.5833,-1.8146,1009.2828,NA,84.4054,NA,14
Lanud,2015-01-07T00:00:00Z,93024.4141,20.9784,2.4137,-1.5323,1008.9638,NA,86.4546,NA,14
Lanud,2015-01-07T01:00:00Z,93025.2344,20.3345,0.6141,-0.8155,1008.9733,NA,89.6766,NA,14
Lanud,2015-01-07T02:00:00Z,93065.2578,19.8873,1.1422,-1.0857,1009.421,NA,90.6389,NA,14
Banjaran,2015-01-04T07:00:00Z,90523.2969,19.9189,0.8131,-0.2754,1011.5645,14,93.7672,NA,NA
Banjaran,2015-01-04T08:00:00Z,90524.9141,21.1701,3.272,-0.8097,1011.9034,14,89.0077,NA,NA
Banjaran,2015-01-04T09:00:00Z,90508.0313,20.7815,3.5393,-1.1821,1011.8687,14,94.3941,NA,NA
Banjaran,2015-01-04T10:00:00Z,90491.3828,21.0906,4.4793,-1.1071,1011.6349,14,87.9725,NA,NA
Banjaran,2015-01-04T11:00:00Z,90401.0156,23.3644,5.5691,-2.1284,1010.6019,14,78.1879,NA,NA
Banjaran,2015-01-04T12:00:00Z,90346.9219,25.1724,5.3388,-1.7708,1009.9241,14,67.1619,NA,NA
Banjaran,2015-01-04T13:00:00Z,90310.0703,25.5941,7.6872,0.2222,1009.5011,14,59.6333,NA,NA
Banjaran,2015-01-04T14:00:00Z,90350.0391,25.0673,7.6415,-0.7351,1009.9885,14,62.4385,NA,NA
Banjaran,2015-01-04T15:00:00Z,90366.9141,24.9289,6.1512,-0.6476,1010.2472,14,65.0759,NA,NA
Banjaran,2015-01-04T16:00:00Z,90382.4375,24.4282,5.9343,-1.9764,1010.2755,14,68.9601,NA,NA
Banjaran,2015-01-04T17:00:00Z,90400.6172,23.6365,4.3646,-1.5925,1010.5298,14,71.6345,NA,NA
Banjaran,2015-01-04T18:00:00Z,90412.9219,22.4059,2.7296,-0.7182,1010.4955,14,72.1573,NA,NA
Banjaran,2015-01-04T19:00:00Z,90443.4844,21.089,1.3073,-1.3495,1010.9147,14,87.5488,NA,NA
Banjaran,2015-01-04T20:00:00Z,90445.875,20.3553,0.1737,-0.9169,1010.9901,14,89.6474,NA,NA
Banjaran,2015-01-04T21:00:00Z,90438.125,19.6867,0.5742,-0.9441,1011.0403,14,91.9133,NA,NA
Banjaran,2015-01-04T22:00:00Z,90441.6563,19.3155,-0.2523,-0.6853,1010.9529,14,93.3242,NA,NA
Banjaran,2015-01-04T23:00:00Z,90430.8438,18.8723,-0.2602,-0.9227,1010.7941,14,94.6361,NA,NA
Banjaran,2015-01-05T00:00:00Z,90415.6094,18.448,-0.6112,-1.2665,1010.6133,14,95.293,NA,NA
Banjaran,2015-01-05T01:00:00Z,90411.5469,18.4554,-1.9353,-0.1451,1010.5564,14,91.2028,NA,NA
Banjaran,2015-01-05T02:00:00Z,90437.1094,18.5308,-1.8695,0.3161,1010.844,14,87.4624,NA,NA
Banjaran,2015-01-05T03:00:00Z,90442.7344,18.5785,-1.818,0.4255,1010.9156,14,84.528,NA,NA
Banjaran,2015-01-05T04:00:00Z,90432.6406,18.5675,-1.5916,0.4744,1010.7646,14,82.5672,NA,NA
Banjaran,2015-01-05T05:00:00Z,90455.1172,17.8469,-1.1289,-0.2988,1011.0931,14,87.5983,NA,NA
Banjaran,2015-01-05T06:00:00Z,90494.1719,17.7203,-1.9963,-0.214,1011.6611,14,85.5051,NA,NA
Banjaran,2015-01-05T07:00:00Z,90497.0469,20.1782,-0.7097,-0.859,1011.6489,14,77.7619,NA,NA
Banjaran,2015-01-05T08:00:00Z,90480.5,21.1157,-0.2414,-1.0053,1011.4964,14,76.1043,NA,NA
Banjaran,2015-01-05T09:00:00Z,90455.5859,22.2729,1.2864,-1.4361,1011.2478,14,69.4391,NA,NA
Banjaran,2015-01-05T10:00:00Z,90419.3281,23.8683,2.3414,-1.4798,1010.8189,14,67.5956,NA,NA
Banjaran,2015-01-05T11:00:00Z,90386.4609,25.015,2.4967,-2.3044,1010.3781,14,60.9907,NA,NA
Banjaran,2015-01-05T12:00:00Z,90348.8594,25.8293,2.3972,-2.6863,1009.8893,14,59.5789,NA,NA
Banjaran,2015-01-05T13:00:00Z,90334.1719,25.5633,1.6505,-3.4655,1009.5465,14,62.5611,NA,NA
Banjaran,2015-01-05T14:00:00Z,90322.2031,25.9242,2.1036,-3.5686,1009.5386,14,62.1872,NA,NA
Banjaran,2015-01-05T15:00:00Z,90310.5703,25.6084,1.3249,-3.6305,1009.351,14,64.961,NA,NA
Banjaran,2015-01-05T16:00:00Z,90316.7266,24.51,0.673,1.6722,1009.3919,14,69.0183,NA,NA
Banjaran,2015-01-05T17:00:00Z,90354.2578,24.6758,1.9806,2.5117,1009.8661,14,66.1944,NA,NA
Banjaran,2015-01-05T18:00:00Z,90359.2969,23.4232,1.7851,-0.8984,1009.9254,14,68.4167,NA,NA
Banjaran,2015-01-05T19:00:00Z,90416.1406,22.8278,-0.7275,0.3154,1010.5746,14,75.5174,NA,NA
Banjaran,2015-01-05T20:00:00Z,90418.3984,21.4871,-2.2505,-0.9507,1010.5471,14,84.0104,NA,NA
Banjaran,2015-01-05T21:00:00Z,90398.3438,21.1831,-2.7805,-0.9109,1010.2976,14,84.8972,NA,NA
Banjaran,2015-01-05T22:00:00Z,90412.5234,20.2566,-0.9518,-0.904,1010.4565,14,95.0334,NA,NA
Banjaran,2015-01-05T23:00:00Z,90418.0859,19.7661,-0.8124,-0.166,1010.5038,14,96.8163,NA,NA
Banjaran,2015-01-06T00:00:00Z,90401.1875,19.2052,-0.2488,-0.8207,1010.4056,14,95.2703,NA,NA
Banjaran,2015-01-06T01:00:00Z,90406.4063,18.6865,-1.2677,-0.1418,1010.502,14,94.3595,NA,NA
Banjaran,2015-01-06T02:00:00Z,90410.0156,18.4652,-1.4982,-0.7603,1010.6501,14,94.586,NA,NA
Banjaran,2015-01-06T03:00:00Z,90427.125,18.5549,-2.0664,-0.6091,1010.9062,14,89.6568,NA,NA
Banjaran,2015-01-06T04:00:00Z,90449.8828,18.5386,-1.9597,0.4595,1011.1546,14,88.2421,NA,NA
Banjaran,2015-01-06T05:00:00Z,90468.5781,18.4423,1.4575,-0.0387,1011.3499,14,81.7555,NA,NA
Banjaran,2015-01-06T06:00:00Z,90459.4531,18.414,0.8914,-0.3073,1011.1855,14,82.4787,NA,NA
Banjaran,2015-01-06T07:00:00Z,90457.7266,19.3666,-0.2797,-1.1481,1011.1642,14,83.5734,NA,NA
Banjaran,2015-01-06T08:00:00Z,90456.0313,20.9274,0.4801,-1.0141,1011.2286,14,75.6428,NA,NA
Banjaran,2015-01-06T09:00:00Z,90444.0234,22.4927,2.0226,-1.3672,1011.1154,14,69.4208,NA,NA
Banjaran,2015-01-06T10:00:00Z,90402.125,24.075,2.444,-0.7776,1010.6222,14,66.2228,NA,NA
Banjaran,2015-01-06T11:00:00Z,90366.2188,24.6918,3.1038,-1.3367,1010.0658,14,66.0889,NA,NA
Banjaran,2015-01-06T12:00:00Z,90325.1719,24.9355,2.1357,0.6645,1009.5515,14,66.9964,NA,NA
Banjaran,2015-01-06T13:00:00Z,90303.0156,24.8877,2.309,-0.653,1009.3096,14,69.6828,NA,NA
Banjaran,2015-01-06T14:00:00Z,90309.5156,23.8172,6.3718,4.4533,1009.3177,14,75.5199,NA,NA
Banjaran,2015-01-06T15:00:00Z,90311.9922,24.5304,2.0122,1.5308,1009.3176,14,71.6207,NA,NA
Banjaran,2015-01-06T16:00:00Z,90316.125,22.1236,2.1631,4.6372,1009.382,14,85.5016,NA,NA
Banjaran,2015-01-06T17:00:00Z,90336.4922,23.4914,0.8971,-1.4125,1009.6263,14,77.565,NA,NA
Banjaran,2015-01-06T18:00:00Z,90363.3516,22.9532,1.8826,1.235,1009.9551,14,77.3701,NA,NA
Banjaran,2015-01-06T19:00:00Z,90381.7031,21.5789,1.1428,-1.0189,1010.1718,14,87.0295,NA,NA
Banjaran,2015-01-06T20:00:00Z,90379.6328,20.9677,-0.6496,-0.6236,1010.1998,14,89.2441,NA,NA
Banjaran,2015-01-06T21:00:00Z,90370.75,20.3386,-0.5585,0.1499,1010.095,14,91.0995,NA,NA
Banjaran,2015-01-06T22:00:00Z,90377.6094,19.6656,-1.1154,-0.097,1010.2201,14,92.7694,NA,NA
Banjaran,2015-01-06T23:00:00Z,90359.1406,19.3225,-0.6499,0.5614,1009.9936,14,92,NA,NA
Banjaran,2015-01-07T00:00:00Z,90326.9609,18.8247,-1.1631,-0.257,1009.5518,14,93.3164,NA,NA
Banjaran,2015-01-07T01:00:00Z,90322.8828,18.4052,-1.6118,-0.6131,1009.4816,14,93.8367,NA,NA
Banjaran,2015-01-07T02:00:00Z,90372.1797,17.9866,-1.3391,-0.0323,1009.9657,14,94.1056,NA,NA
